"Kod";"Nazwa";"Świadczenie wychowawcze";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
2201023;"Bytów (3)";"wydatki na świadczenia wychowawcze";"2019";23901280;"zł";"";
2201032;"Czarna Dąbrówka (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";481;"-";"";
2201032;"Czarna Dąbrówka (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";887;"-";"";
2201032;"Czarna Dąbrówka (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";1158;"-";"";
2201032;"Czarna Dąbrówka (2)";"wydatki na świadczenia wychowawcze";"2019";6299855;"zł";"";
2201042;"Kołczygłowy (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";299;"-";"";
2201042;"Kołczygłowy (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";477;"-";"";
2201042;"Kołczygłowy (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";671;"-";"";
2201042;"Kołczygłowy (2)";"wydatki na świadczenia wychowawcze";"2019";3575320;"zł";"";
2201052;"Lipnica (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";412;"-";"";
2201052;"Lipnica (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";753;"-";"";
2201052;"Lipnica (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";957;"-";"";
2201052;"Lipnica (2)";"wydatki na świadczenia wychowawcze";"2019";5272337;"zł";"";
2201063;"Miastko (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1161;"-";"";
2201063;"Miastko (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1984;"-";"";
2201063;"Miastko (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";2797;"-";"";
2201063;"Miastko (3)";"wydatki na świadczenia wychowawcze";"2019";14947316;"zł";"";
2201072;"Parchowo (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";328;"-";"";
2201072;"Parchowo (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";608;"-";"";
2201072;"Parchowo (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";815;"-";"";
2201072;"Parchowo (2)";"wydatki na świadczenia wychowawcze";"2019";4352861;"zł";"";
2201082;"Studzienice (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";271;"-";"";
2201082;"Studzienice (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";491;"-";"";
2201082;"Studzienice (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";706;"-";"";
2201082;"Studzienice (2)";"wydatki na świadczenia wychowawcze";"2019";3794334;"zł";"";
2201092;"Trzebielino (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";262;"-";"";
2201092;"Trzebielino (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";445;"-";"";
2201092;"Trzebielino (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";625;"-";"";
2201092;"Trzebielino (2)";"wydatki na świadczenia wychowawcze";"2019";3318839;"zł";"";
2201102;"Tuchomie (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";307;"-";"";
2201102;"Tuchomie (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";523;"-";"";
2201102;"Tuchomie (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";715;"-";"";
2201102;"Tuchomie (2)";"wydatki na świadczenia wychowawcze";"2019";3916379;"zł";"";
2202011;"Chojnice (1)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";2596;"-";"";
2202011;"Chojnice (1)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";3964;"-";"";
2202011;"Chojnice (1)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";6541;"-";"";
2202011;"Chojnice (1)";"wydatki na świadczenia wychowawcze";"2019";32883083;"zł";"";
2202023;"Brusy (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1265;"-";"";
2202023;"Brusy (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";2347;"-";"";
2202023;"Brusy (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";2986;"-";"";
2202023;"Brusy (3)";"wydatki na świadczenia wychowawcze";"2019";16767392;"zł";"";
2202032;"Chojnice (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1404;"-";"";
2202032;"Chojnice (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";2301;"-";"";
2202032;"Chojnice (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";3521;"-";"";
2202032;"Chojnice (2)";"wydatki na świadczenia wychowawcze";"2019";18629167;"zł";"";
2202043;"Czersk (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1704;"-";"";
2202043;"Czersk (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";2963;"-";"";
2202043;"Czersk (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";4062;"-";"";
2202043;"Czersk (3)";"wydatki na świadczenia wychowawcze";"2019";21632824;"zł";"";
2202052;"Konarzyny (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";187;"-";"";
2202052;"Konarzyny (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";334;"-";"";
2202052;"Konarzyny (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";443;"-";"";
2202052;"Konarzyny (2)";"wydatki na świadczenia wychowawcze";"2019";2385870;"zł";"";
2203011;"Człuchów (1)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";764;"-";"";
2203011;"Człuchów (1)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1111;"-";"";
2203011;"Człuchów (1)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";1822;"-";"";
2203011;"Człuchów (1)";"wydatki na świadczenia wychowawcze";"2019";9289434;"zł";"";
2203023;"Czarne (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";547;"-";"";
2203023;"Czarne (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";882;"-";"";
2203023;"Czarne (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";1348;"-";"";
2203023;"Czarne (3)";"wydatki na świadczenia wychowawcze";"2019";6978592;"zł";"";
2203032;"Człuchów (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";814;"-";"";
2203032;"Człuchów (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1305;"-";"";
2203032;"Człuchów (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";1973;"-";"";
2203032;"Człuchów (2)";"wydatki na świadczenia wychowawcze";"2019";10088072;"zł";"";
2203043;"Debrzno (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";585;"-";"";
2203043;"Debrzno (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1013;"-";"";
2203043;"Debrzno (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";1366;"-";"";
2203043;"Debrzno (3)";"wydatki na świadczenia wychowawcze";"2019";7421319;"zł";"";
2203052;"Koczała (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";195;"-";"";
2203052;"Koczała (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";354;"-";"";
2203052;"Koczała (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";487;"-";"";
2203052;"Koczała (2)";"wydatki na świadczenia wychowawcze";"2019";2687919;"zł";"";
2203062;"Przechlewo (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";425;"-";"";
2203062;"Przechlewo (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";696;"-";"";
2203062;"Przechlewo (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";1016;"-";"";
2203062;"Przechlewo (2)";"wydatki na świadczenia wychowawcze";"2019";5508013;"zł";"";
2203072;"Rzeczenica (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";207;"-";"";
2203072;"Rzeczenica (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";330;"-";"";
2203072;"Rzeczenica (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";496;"-";"";
2203072;"Rzeczenica (2)";"wydatki na świadczenia wychowawcze";"2019";2649752;"zł";"";
2204011;"Pruszcz Gdański (1)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";2286;"-";"";
2204011;"Pruszcz Gdański (1)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";3163;"-";"";
2204011;"Pruszcz Gdański (1)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";6257;"-";"";
2204011;"Pruszcz Gdański (1)";"wydatki na świadczenia wychowawcze";"2019";29044976;"zł";"";
2204022;"Cedry Wielkie (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";501;"-";"";
2204022;"Cedry Wielkie (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";773;"-";"";
2204022;"Cedry Wielkie (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";1271;"-";"";
2204022;"Cedry Wielkie (2)";"wydatki na świadczenia wychowawcze";"2019";6283285;"zł";"";
2204032;"Kolbudy (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1418;"-";"";
2204032;"Kolbudy (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";2059;"-";"";
2204032;"Kolbudy (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";3936;"-";"";
2204032;"Kolbudy (2)";"wydatki na świadczenia wychowawcze";"2019";18607962;"zł";"";
2204042;"Pruszcz Gdański (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";2756;"-";"";
2204042;"Pruszcz Gdański (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";3721;"-";"";
2204042;"Pruszcz Gdański (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";7616;"-";"";
2204042;"Pruszcz Gdański (2)";"wydatki na świadczenia wychowawcze";"2019";35529385;"zł";"";
2204052;"Przywidz (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";419;"-";"";
2204052;"Przywidz (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";701;"-";"";
2204052;"Przywidz (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";1048;"-";"";
2204052;"Przywidz (2)";"wydatki na świadczenia wychowawcze";"2019";5361863;"zł";"";
2204062;"Pszczółki (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";775;"-";"";
2204062;"Pszczółki (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1163;"-";"";
2204062;"Pszczółki (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";1996;"-";"";
2204062;"Pszczółki (2)";"wydatki na świadczenia wychowawcze";"2019";9898953;"zł";"";
2204072;"Suchy Dąb (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";315;"-";"";
2204072;"Suchy Dąb (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";483;"-";"";
2204072;"Suchy Dąb (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";768;"-";"";
2204072;"Suchy Dąb (2)";"wydatki na świadczenia wychowawcze";"2019";3856041;"zł";"";
2204082;"Trąbki Wielkie (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";822;"-";"";
2204082;"Trąbki Wielkie (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1315;"-";"";
2204082;"Trąbki Wielkie (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";2125;"-";"";
2204082;"Trąbki Wielkie (2)";"wydatki na świadczenia wychowawcze";"2019";10535152;"zł";"";
2205012;"Chmielno (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";765;"-";"";
2205012;"Chmielno (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1440;"-";"";
2205012;"Chmielno (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";1878;"-";"";
2205012;"Chmielno (2)";"wydatki na świadczenia wychowawcze";"2019";10216154;"zł";"";
2205023;"Kartuzy (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";3497;"-";"";
